boro_cd,lot_count,mean_year_built,mean_floors,total_res_units,total_units,total_bldg_area,total_lot_area,bldg_density_far,pct_commercial_area,pct_residential_area,pct_retail_area,mean_building_age,pct_prewar,pct_postwar,pct_modern,landuse_types_count,landuse_entropy
112,2727,1924.81713605712,4.823856858846918,75860,79412,95856808,63075051,1.5197262068008475,0.26931496613156575,0.7224372628806918,0.04390138882988885,101.18286394287998,0.8726695755652519,0.06941689805632685,0.05791352637842126,11,1.8846935225191108
201,3984,1952.3233788395903,3.300928571428571,47809,50768,72326428,42566933,1.6991223680597332,0.3596605517418889,0.6094882081000875,0.043459273282513,73.6766211604097,0.5474971558589306,0.04977246871444824,0.40273037542662116,11,2.0340010128104473
202,2983,1949.076165214096,2.710791777693186,22088,24194,37178195,53051770,0.7007908501450564,0.41745286450834956,0.5354723918146107,0.03856238851832371,76.92383478590409,0.5566502463054187,0.09132247063281546,0.35202728306176584,11,2.0122023489672487
203,3662,1956.106382978723,3.176553125,38666,40429,48043330,31192501,1.5402205164632359,0.25502443315232315,0.7291468347427208,0.03801306029369738,69.8936170212769,0.49499374217772213,0.030037546933667083,0.47496871088861076,11,1.8837558864373454
204,3329,1937.4365911396685,3.654608607251779,58313,60593,75028931,36717460,2.043412888582162,0.2770408657428426,0.710339362292127,0.04557563268494389,88.56340886033149,0.7646263104497801,0.03753804531619885,0.19783564423402097,11,1.95868334501977
205,3249,1938.151605428666,3.6247551290536073,58546,60474,59053183,25062613,2.356226104596516,0.17028147322727719,0.8193829280972035,0.03698386588238605,87.84839457133398,0.7434624296590533,0.033432638199271766,0.22310493214167496,11,1.8329506009339842
206,4105,1946.3340623291415,3.148690148596588,36965,39025,46465766,27755275,1.674123783677157,0.26583676679299767,0.709552210976141,0.049538707701493614,79.66593767085851,0.6347731000546747,0.0306178239475123,0.33460907599781303,11,1.868062918242865
207,3590,1929.5339083878644,3.5685002981514606,56582,59435,72982325,35286711,2.0682665777493403,0.23566889654447157,0.7549385553282936,0.0385516082147287,96.46609161213564,0.8408685306365259,0.054431885782272454,0.10469958358120167,11,1.8333304328025832
208,4993,1942.3505154639176,2.7817857142857143,46862,48741,64322850,82251804,0.7820235772579529,0.19447474730985956,0.7901941067598839,0.025882124315076215,83.64948453608235,0.631331241595697,0.2521290900941282,0.11653966831017482,11,1.4151140107126174
209,11015,1946.1455327281417,2.3087044534412957,67271,69308,78041970,87370944,0.8932256700808909,0.17715723988002866,0.781407837347007,0.0414968638028999,79.85446727185831,0.5744863831820354,0.27281414237935975,0.15269947443860488,11,1.2532272442830308
210,15244,1945.072734887617,2.0657809871003927,50529,52876,76172055,141741908,0.5373996729322988,0.23453855879298516,0.7076519860203325,0.05955084184088246,80.92726511238311,0.5190562613430127,0.37428451766019827,0.10665922099678905,11,1.0189876917843428
211,12723,1943.5951562755688,2.109932682045809,53520,55815,65369640,66461082,0.9835777274886979,0.28102834893996664,0.6418753721146392,0.03754576283424538,82.4048437244312,0.5195549009982,0.40631647848142693,0.0741286205203731,11,1.0571487867689051
212,20646,1946.6105097321745,2.250378795624169,58918,61611,74045750,107711812,0.6874431747559868,0.18216248738111235,0.7504362370561444,0.03708096683469342,79.38949026782552,0.48874320272399246,0.3879656451694872,0.12329115210652031,11,1.0681237983338165
301,14855,1933.336243916404,3.1942992805755397,99878,113851,143552120,95962031,1.4959262377429257,0.31127911590577695,0.6463183755140641,0.06335537921697011,92.6637560835959,0.766890924706556,0.052891497280274834,0.1802175780131692,11,1.7269848879948735
302,8108,1905.4700130378096,3.899946285864011,80467,88835,146356053,57793662,2.53238933016565,0.4264366093556787,0.5280374225451406,0.058965419079728805,120.52998696219038,0.8370273794002607,0.04889178617992177,0.11408083441981746,11,1.6609475499780042
303,16805,1923.184682713348,2.8728672777498745,76618,80808,95906917,54649591,1.7549429967371577,0.20857802154144942,0.7173122247272321,0.04492704108088471,102.81531728665209,0.8093779306033135,0.019130978430759612,0.17149109096592685,11,1.395492474942056
304,11161,1936.5376827896512,2.7055400958916986,47819,50731,55514554,40108135,1.3841220490556343,0.2113521437999844,0.7411646682777997,0.06023215101394852,89.46231721034883,0.7819647544056992,0.01396700412448444,0.20406824146981628,11,1.4125551309257356
305,20963,1940.594220719336,2.21680417700579,77337,91671,97894369,112345616,0.8713679490617595,0.2572145901466508,0.6970519622022386,0.04911681896636976,85.40577928066409,0.659647504867302,0.09263244184855006,0.24772005328414798,11,1.3104786707636797
306,13755,1910.6746110813087,3.038176515732924,65345,70832,89583291,65018965,1.3778024765543406,0.2802874031497682,0.6617544894616564,0.05152003178807084,115.32538891869126,0.9125603494520653,0.02115104605716913,0.06628860449076558,11,1.5043686555252738
307,13266,1921.369235530795,2.489593243976137,43775,49558,78023708,83162538,0.9382073933337629,0.41668730996481224,0.48554465009532743,0.05429466387319096,104.6307644692049,0.8974001857010213,0.04054472299597648,0.062055091303002165,11,1.4305498203353715
308,8016,1917.8789583878563,2.998656970649895,50419,53134,59308367,30996562,1.9133853296375256,0.17930898350312022,0.7772347028202614,0.04142002426065786,108.1210416121437,0.8915205443601152,0.012954723894268516,0.09552473174561633,11,1.5124861106694878
309,6957,1925.4309074837947,2.563966356795042,43987,46470,57831524,31224100,1.852143824801996,0.2003664990741036,0.7430049915336833,0.034338036811895185,100.56909251620527,0.8709487330583382,0.061137301119622865,0.06791396582203889,11,1.265320926195791
310,17086,1927.0455085551328,2.2782912898619703,53681,57582,69586961,89463455,0.7778255489909259,0.1868057436794804,0.7696702116363437,0.04809590693290946,98.95449144486724,0.8970413498098859,0.07271863117870722,0.030240019011406844,11,1.0503574673040599
311,21826,1933.3535292756303,2.197435161170804,67375,72538,78776664,70069862,1.124258871809966,0.16530183354806696,0.787028529159346,0.061902735561384016,92.64647072436969,0.8058319833371904,0.15065956954408702,0.04350844711872252,11,1.1227231660608952
312,19277,1934.2097511697152,2.504757038692852,61951,83571,95097662,66727647,1.4251613278076478,0.23321634342598244,0.7361358684086261,0.04505615500831135,91.79024883028478,0.8071033602722246,0.08544236495108465,0.10745427477669077,11,1.3541725781686509
313,6770,1950.775008093234,2.3747857142857143,49580,53090,60802915,79136080,0.7683336728329228,0.19669135928762627,0.7748318152180698,0.04104209477456796,75.22499190676604,0.524927160893493,0.24943347361605697,0.22563936549045,11,1.547497130722178
314,11680,1925.0013964042591,2.6642784677278293,66398,70199,86081148,56221728,1.5311010718133744,0.16776942844674889,0.8207011946448484,0.04500892576386179,100.99860359574086,0.9160411939256414,0.04677954267760517,0.03717926339675336,11,1.186652478156915
315,23331,1937.5285142348753,2.1183892857142856,65710,71622,89715831,91398611,0.9815885604651038,0.17200107080321198,0.7680213874405287,0.05348276827531141,88.47148576512473,0.7458629893238434,0.19577402135231317,0.058362989323843414,11,0.9605337136885267
316,8076,1946.5302405955072,2.4882081774452165,40852,43173,50281416,35468598,1.4176319007590883,0.22229912936421678,0.7260586495813881,0.04298256039567382,79.46975940449283,0.6162435198723913,0.013159643759138641,0.37059683636847,11,1.5090543566314205
317,18271,1932.0854046807797,2.128780106174909,62260,65427,73438510,61883390,1.1867240951085583,0.18480937317491872,0.7506634461946464,0.04105927530392433,93.91459531922033,0.8214824331117689,0.13718371222700107,0.04133385466122996,11,1.1346174955751156
318,35601,1945.6392929002584,2.0028608002761557,65795,69654,96066033,205420808,0.4676548297872531,0.22292976332227646,0.6863012028403421,0.05553493605799253,80.3607070997416,0.4768324231100891,0.4773498131647025,0.04581776372520839,11,0.6590529427508142
401,19302,1939.617808072134,2.5190566342171783,96393,107153,125876846,133374912,0.9437820360098906,0.3218651744737869,0.62564473533123,0.05645201024499772,86.38219192786596,0.6787247745813654,0.22735079433233146,0.09392443108630313,11,1.5130003074619989
402,10710,1941.5851254480287,2.5878086019359343,71708,87447,115073885,90567308,1.2705896591295394,0.4161484858184809,0.5342285263072504,0.041741938233857315,84.41487455197125,0.6679609717244126,0.22530864197530864,0.10673038630027877,11,1.6815702206405616
403,14683,1942.0170174341877,2.287090946988119,54183,59915,64027921,54102190,1.1834626472606746,0.16326146213618276,0.7832582600956229,0.05895960607560567,83.98298256581234,0.6317288323956379,0.26977842606098495,0.09849274154337709,11,1.1358054395012802
404,11943,1947.6699295895585,2.566335141651597,54124,57831,66117734,43411850,1.523034240650882,0.24523614194037563,0.7277357085468175,0.07303503474574613,78.33007041044152,0.5474841147174996,0.2840460243860553,0.16846986089644514,11,1.3334150666092632
405,31477,1933.9243782391864,2.1194784484167184,67129,72626,97167736,161703418,0.6009009407580983,0.2827972548418747,0.6500145377473856,0.05227531492552219,92.07562176081365,0.7610091593598227,0.19674696046155352,0.042243880178623815,11,1.0613186126425833
406,10318,1939.2995059288537,2.3894764967837703,58409,63150,79836919,60773690,1.3136756876207452,0.22131696990962288,0.7667719492030999,0.05932162787995363,86.7004940711463,0.707905138339921,0.24229249011857706,0.04980237154150197,11,0.8150164803758064
407,34799,1950.9737624056577,2.1773114177569814,101522,115237,155613977,303830203,0.5121741534037023,0.25941305388011515,0.6854759325378593,0.0594181780984879,75.02623759434232,0.41160040411243837,0.44871337731027516,0.1396862185772865,11,0.9312961810470674
408,19369,1946.1623618169433,2.10415202224204,57990,62489,85666323,151336092,0.5660667053567103,0.23811160892244668,0.7368040530933024,0.02967412293393286,79.8376381830567,0.47162990517105885,0.464557028343899,0.06381306648504217,11,0.597582363532842
409,20406,1926.4232099012877,2.2629336274313214,47037,50285,62114644,72908082,0.8519582780959729,0.2154133572752989,0.7706761065876833,0.045557228018565155,99.57679009871231,0.8873578193115198,0.06313574184496668,0.04950643884351356,11,0.9561043427192758
410,25136,1939.2080399061033,2.0274707387674624,39531,42453,54655275,124224896,0.43997038242640185,0.16755583061287313,0.758938693474692,0.05957962886473447,86.7919600938967,0.653336686787391,0.29057679409792087,0.05608651911468813,11,0.7031038560824191
411,25849,1949.849249033903,1.924028863020252,45800,48240,71321493,183155293,0.3894044874804683,0.16603693363513858,0.7969103086498764,0.0378234510598369,76.1507509660969,0.3545675471096769,0.5687422811840166,0.07669017170630653,11,0.5329989613606014
412,41422,1939.9112722511768,2.1218918374032913,84924,91484,119574999,187458052,0.6378760353276263,0.24337858451497876,0.7105556321183829,0.055812310732279415,86.0887277488232,0.6879421910013345,0.20321273006521137,0.10884507893345419,11,0.7247175802354906
413,43695,1943.24251059821,1.9460161145926589,61484,66340,93201884,241534063,0.3858746995863685,0.2150934094851559,0.7556873957612273,0.03536938158889578,82.75748940179005,0.49246349505416864,0.4547103155911446,0.05282618935468676,11,0.453036396884723
414,15030,1955.3299381318848,2.0926832035090372,50348,53698,64518816,204594848,0.31534917242881894,0.1556820106556202,0.8059153162389093,0.02405484316389191,70.67006186811523,0.4699713294099894,0.25705447412102006,0.2729741964689905,11,1.0083015684931982
501,39570,1952.1040619371488,2.0928658947993415,67359,76785,101657601,306009765,0.3322037811440429,0.2515110404779275,0.7230677713907492,0.05257931475286339,73.8959380628512,0.4668942713513804,0.25387779241377456,0.27922793623484504,11,0.7676630207517046
502,35131,1971.1026866960733,1.9436756223202445,50105,55282,92698873,474516851,0.19535422778905695,0.2693006418751175,0.6839403322627234,0.072679254687379,54.897313303926694,0.15305839168388907,0.49057651377278755,0.3563650945433234,11,0.6230097124780862
503,50824,1977.3073339085415,1.9695878628082384,62605,65091,103872465,488340014,0.21270520953050553,0.1290760645759201,0.8289166238617712,0.03272427394497666,48.69266609145848,0.09350733390854185,0.43306729939603106,0.4734253666954271,11,0.5270576840524391
